mES_2i_LIF_r3	mES_2i_LIF_r2	mES_2i_LIF_r1	mES_2i_r1	mES_2i_r2	mES_2i_r3
1053	1164	1205	1078	1129	838
129	143	183	185	167	121
8	14	29	19	22	23
616	701	675	731	650	584
20	26	37	19	29	12
659	778	699	757	853	625
10	6	11	21	10	11
58	69	85	47	68	50
493	573	608	597	510	394
10	13	6	5	6	2
549	592	618	572	592	425
557	785	753	651	651	447
9	7	13	40	18	13
417	504	510	368	432	341
128	177	165	141	125	109
169	286	231	313	228	138
2	9	9	15	10	3
1	3	1	8	3	2
45	44	33	45	50	17
8658	8838	9568	11516	9808	8406
371	428	510	557	442	363
130	175	193	233	197	113
1231	1739	1373	1322	1294	913
27	48	23	33	47	27
148	139	167	165	144	122
2413	3016	3096	2975	2891	2086
866	1189	1032	1093	1044	808
0	0	1	0	0	0
1	4	3	1	3	2
262	289	337	366	300	205
1471	1812	2035	967	787	490
16	18	27	14	19	10
2	2	0	1	1	0
0	0	0	0	1	0
1	16	4	11	5	0
226	330	273	284	298	165
94	170	168	131	109	66
597	734	631	594	612	415
193	192	279	257	191	154
870	1267	1188	1374	1306	775
294	208	177	280	222	257
10	8	12	18	9	14
0	0	0	0	1	0
399	452	438	399	393	344
619	771	779	758	751	526
91	126	144	171	186	97
3471	4093	3679	3513	3689	2808
8603	9363	7845	7861	8742	7391
923	805	768	643	753	803
768	929	920	919	920	619
583	707	764	666	651	452
37	47	38	41	38	31
1	0	2	0	0	0
271	354	375	404	382	293
246	328	322	325	290	175
24	32	27	23	19	21
1043	967	819	728	975	966
0	0	0	2	2	0
249	360	297	310	318	218
174	303	280	328	266	191
76	132	113	108	97	78
29	49	45	44	26	19
1322	1636	1975	1588	1938	1466
23	27	17	13	9	9
613	777	627	647	693	531
1831	2083	1991	1714	1464	1204
1256	1246	1310	1559	1378	1116
620	669	688	619	694	605
137	138	153	148	118	134
0	1	0	0	0	0
958	952	887	946	924	832
3	13	6	4	2	1
1	0	0	1	0	0
200	249	227	236	217	190
0	1	3	2	1	0
12	18	16	21	16	17
2293	2482	2545	2134	2314	1754
124	112	94	111	78	70
1	1	2	8	5	4
28	37	60	49	50	27
7	12	3	10	4	4
1458	1667	1416	1367	1285	1245
452	376	478	476	533	425
282	326	333	294	322	232
276	334	336	373	350	256
13518	15264	13774	14240	14627	11668
2	4	0	1	0	1
83	143	122	135	110	76
1	1	0	0	0	0
5	11	17	13	1	2
179	236	194	215	155	126
272	312	353	324	309	266
202	295	332	309	272	181
7	5	10	27	3	5
434	450	455	520	467	389
13	19	6	6	9	4
2	6	3	6	4	2
336	450	431	457	438	261
294	332	417	301	335	241
103	162	109	127	109	80
37	51	53	78	70	43
1	4	7	4	4	2
1014	1073	1114	1326	1140	902
122	158	167	215	225	126
4568	5696	4973	3437	4325	3405
496	575	654	675	650	427
28174	32505	31487	34478	33053	26222
4910	5535	4771	3914	3840	3296
1338	1765	1539	1414	1475	1049
382	548	459	397	425	331
0	0	2	2	0	0
253	441	429	418	434	240
40	47	60	38	66	32
1	0	2	7	1	1
345	475	396	425	415	298
298	275	294	271	283	210
33	45	49	21	34	30
655	870	874	774	739	558
36	47	46	30	32	44
1974	1842	1992	2182	2207	1845
3	5	3	7	4	4
171	210	168	154	190	147
438	649	610	606	589	378
1306	1487	1355	1330	1325	1061
0	0	0	1	0	1
876	879	854	823	866	732
292	345	365	320	398	283
1	0	2	0	0	2
1605	1818	1613	1717	1780	1428
1039	1412	1408	1443	1261	822
20	18	16	11	16	12
495	676	623	472	497	433
315	209	203	322	374	257
35	42	40	27	23	44
505	435	402	305	456	388
13	6	10	19	13	15
2839	3486	3420	3193	3235	2317
616	765	664	814	809	548
2	0	0	0	0	2
492	511	528	490	541	448
1021	1293	950	562	748	551
7502	8702	8581	8646	8080	6324
1120	1295	1392	1179	1182	1011
364	452	453	351	340	227
789	927	910	846	955	791
963	1042	1282	1036	1140	845
61	68	86	67	66	73
632	660	641	689	689	600
882	1186	1238	931	942	662
314	342	354	356	369	308
0	0	0	1	0	0
260	337	332	402	347	271
752	781	760	990	901	667
666	780	921	850	1008	625
1	0	2	0	0	1
502	710	575	705	708	430
5993	6771	8124	6856	7261	5399
14	16	21	16	10	14
571	524	684	738	723	640
308	337	395	338	320	261
271	339	313	339	382	252
1026	1107	1081	1168	1263	1067
6	6	3	6	1	4
1	6	4	7	3	3
5	28	18	8	46	37
0	0	0	0	3	1
0	3	3	0	1	0
691	1052	1094	1085	1057	648
6	10	8	21	30	22
1185	1156	1318	1263	1323	1058
3	3	10	24	25	10
269	253	213	256	271	241
1750	2194	2109	1678	1852	1387
1402	1619	1962	2431	1953	1476
26	51	62	48	46	29
2161	2702	2983	2869	2816	2080
1490	2020	1885	1835	1916	1275
29	21	23	14	14	16
1	2	0	0	3	0
6	6	4	9	5	7
5262	5545	5802	6051	4925	3910
119	116	81	96	100	98
1	3	1	2	1	0
776	974	885	392	447	327
0	1	0	0	0	0
2424	2994	2881	1838	1705	1187
4	14	16	9	12	12
1057	1206	1358	1195	1200	876
1448	1866	1924	2121	1915	1337
4	7	4	5	2	5
626	643	641	555	648	565
9	10	20	43	36	24
2	0	0	0	0	1
825	1161	1357	1295	1113	837
2	0	0	0	6	1
0	1	0	0	0	1
186	204	234	206	205	152
2	8	5	0	4	3
112	154	169	239	211	148
17	18	9	12	12	20
469	494	303	432	549	816
245	261	303	369	346	243
0	1	0	0	0	0
22	24	18	4	11	13
57	48	43	36	33	54
4	0	0	0	1	5
66	57	64	61	81	68
0	1	4	6	5	4
1508	1626	1537	1789	1863	1446
1543	1570	1820	1761	1973	1441
1	4	3	2	0	1
3	4	3	0	1	1
39	50	57	60	61	41
7890	8648	6627	5144	8294	7929
208	255	250	299	287	238
2	0	1	0	0	1
235	229	197	306	227	171
470	518	569	547	598	460
8	11	8	2	8	4
2	1	9	6	7	1
86	104	130	211	153	115
1213	1407	1745	1496	1508	1214
1208	1483	1476	1651	1699	1226
0	5	1	3	5	6
302	456	406	469	501	294
0	1	0	0	1	1
296	334	385	407	335	280
256	334	298	314	364	208
7	9	3	6	4	5
256	251	332	299	307	219
0	0	0	0	0	1
230	301	249	287	378	262
372	392	202	143	202	210
0	0	0	1	0	0
34	49	37	30	24	22
1778	2078	2085	2117	2103	1643
22	51	26	34	24	24
5	4	2	3	6	11
0	0	4	8	14	3
221	261	229	89	195	175
886	934	1061	948	912	765
1	0	0	1	0	1
3	10	9	5	1	7
424	450	453	538	505	417
4	0	1	13	14	8
1	2	0	0	0	0
926	1030	1021	1106	931	716
72	61	51	63	45	36
50	34	42	74	80	90
0	1	0	0	0	1
71	115	54	94	162	91
1	0	1	4	2	1
1	3	0	0	0	1
4	9	10	8	12	4
720	912	1122	779	869	656
920	1394	1337	1390	1289	784
1	0	0	0	0	0
2	5	4	24	10	7
1	0	0	0	0	1
470	537	518	427	583	516
1	2	0	0	0	1
65	122	83	102	119	64
338	388	411	411	369	296
566	608	625	519	543	432
0	1	0	0	1	0
3208	3372	3344	3245	3256	2642
3	5	6	10	20	9
2822	3315	3466	3389	3140	2435
22	24	24	15	15	9
526	614	658	746	729	550
33	25	16	14	34	17
2	0	0	0	2	1
1	0	0	0	1	2
4513	5453	4489	4498	4370	3374
337	555	641	1862	1582	762
55	54	105	266	90	96
593	714	748	709	883	587
0	2	0	0	0	0
34	63	57	37	27	15
31	60	27	18	11	10
2519	3135	3173	3573	3300	2407
14	43	22	41	42	20
229	409	233	307	365	235
356	470	435	483	433	317
23	27	20	26	32	22
1296	1508	1392	1479	1444	1130
356	485	393	468	430	315
580	572	566	574	599	501
652	816	734	889	808	540
651	611	657	709	722	683
4	1	4	1	5	4
5	4	4	8	2	6
0	0	0	1	0	0
154	138	114	187	127	165
568	615	906	1757	1252	805
553	616	550	563	641	475
0	2	3	6	3	3
736	947	846	838	814	608
185	149	159	215	137	105
24	21	16	44	28	24
1877	1935	2131	2038	1927	1595
2082	2222	2147	2011	2296	1875
28	51	39	76	65	48
289	419	368	550	535	340
628	597	822	936	1085	749
132	126	182	303	276	212
166	182	185	187	227	162
1	0	0	1	2	0
303	332	342	344	356	288
4017	5455	3464	3309	3967	3018
8	7	3	7	4	5
1	0	0	0	0	0
41	50	46	58	60	34
289	461	419	372	357	250
251	409	151	160	121	72
12	14	7	8	4	8
556	765	759	747	733	491
2789	3370	2835	3007	3250	2488
403	467	513	382	495	385
10	5	11	5	6	4
1532	1835	1703	1807	1847	1400
2	0	4	16	8	1
6	10	6	10	11	9
313	538	452	321	389	245
0	1	0	0	0	0
3784	3905	3310	3369	3771	3355
7	6	6	1	7	3
0	2	0	0	0	0
129	189	139	132	166	124
293	359	297	326	442	323
2182	2178	1868	1373	1603	1465
133	148	145	116	146	119
914	1502	1684	1910	1585	851
114	157	198	147	134	98
3732	4805	4669	5089	4515	3371
10	9	12	5	6	7
2	4	0	4	2	3
297	381	300	395	390	253
0	0	0	1	0	0
131	142	136	204	159	133
134	217	199	308	263	121
439	595	598	573	681	485
1	3	7	8	3	3
6601	6023	6556	7912	8472	7545
470	527	533	602	679	477
25	30	37	38	30	9
56	35	57	58	44	53
440	622	574	670	683	451
256	252	268	220	270	232
2	0	2	3	1	0
362	407	414	301	493	373
57	64	75	96	110	61
1971	2191	2431	2196	2236	1885
0	0	0	0	0	2
61	61	67	46	71	45
0	0	0	0	0	1
0	0	0	1	0	0
3	7	6	1	5	0
5	5	7	10	6	5
8	7	9	5	8	3
251	275	241	259	269	205
30	15	15	21	21	40
0	0	0	0	2	4
49	56	45	69	116	88
3	3	16	11	31	17
0	0	1	0	0	0
12	14	17	13	21	17
27	34	32	54	48	27
0	0	0	0	1	0
22	33	32	47	41	26
1	2	0	0	1	1
86	105	86	121	130	101
53	49	41	76	100	66
1698	2135	1938	2094	2091	1559
3888	4413	4242	4013	3756	2966
5510	6260	7019	7014	5168	4043
44	48	44	35	29	35
150	163	141	141	152	132
270	312	256	307	354	215
347	414	403	378	389	301
85	118	112	103	104	80
526	686	653	617	717	477
219	269	255	277	252	166
476	648	708	698	679	405
5	22	37	111	62	16
2	2	0	6	8	5
84	97	76	103	111	88
26	34	37	52	67	41
0	0	1	1	1	1
177	257	273	289	264	143
69	102	153	112	124	84
22	24	24	29	23	18
0	1	0	1	1	1
81	81	99	133	135	131
0	0	0	1	0	0
0	0	0	0	0	1
0	0	1	1	0	1
0	0	1	3	0	0
1	2	0	1	0	2
0	2	0	0	0	0
1	1	2	1	0	0
0	1	0	0	0	0
56	89	126	19	21	15
222	217	258	243	251	210
3030	3962	3353	2836	3102	2232
3242	4598	5251	5021	4290	2628
72	82	111	112	81	69
47	46	30	38	38	36
207	202	149	171	178	239
9	6	10	2	0	3
1946	2383	1862	1623	2147	1790
11	16	18	9	10	10
104	91	84	142	105	82
282	254	302	267	345	267
9	2	5	3	2	5
17	34	26	10	18	7
34931	40851	45167	46008	40656	31302
2905	3677	3646	3546	3469	2404
366	450	439	647	441	335
1717	2151	1798	1347	1191	911
72	132	56	40	104	70
0	1	1	2	2	2
13	21	17	5	16	10
5	5	3	0	6	3
1	20	3	8	13	7
0	2	1	0	1	0
50	79	68	63	52	46
5	11	8	1	8	4
3	11	1	7	8	1
1	2	5	0	1	3
2	0	2	0	2	2
22	8	25	34	71	40
374	449	379	395	462	347
3200	4036	4143	3943	3690	2696
4	1	1	5	5	2
5	2	16	25	10	4
10	10	14	12	16	5
3	7	1	3	8	6
41	48	41	59	102	79
2	3	2	4	4	3
18	11	30	34	55	49
190	230	267	499	377	233
50	73	67	52	54	31
555	765	683	632	705	442
58	93	69	109	113	45
679	769	617	685	636	427
20	20	22	17	23	17
342	357	387	372	355	272
5558	6999	6826	6904	6314	4923
27	14	19	18	5	17
11	20	18	11	5	13
0	0	0	0	0	1
6	12	5	20	14	7
0	1	0	1	0	0
2	2	3	2	4	0
1524	1775	1895	1535	1708	1338
571	682	685	720	660	454
295	366	422	514	424	328
2371	2864	2883	3165	3140	2322
108	98	129	171	155	96
0	1	1	0	0	0
0	0	0	0	0	1
0	3	8	5	7	2
66	104	88	87	83	56
2	5	8	16	7	1
122	107	114	128	135	102
294	328	355	452	391	299
30	52	28	24	39	32
2	0	0	0	0	0
364	405	531	812	729	535
216	364	269	353	333	177
10	14	7	16	10	12
16	24	20	14	15	11
417	546	513	383	397	305
9	8	1	2	2	3
7	10	7	12	18	16
4	15	22	9	17	7
23	28	19	7	9	4
1	3	2	15	13	5
3349	4220	4357	5312	4531	3027
0	0	1	0	0	0
1	0	0	5	3	4
3	0	0	3	0	2
1	3	2	7	8	0
244	300	401	767	626	412
1634	1898	1983	2081	1989	1532
0	4	0	0	1	0
1	0	0	1	0	0
1	1	0	1	1	0
71	91	66	54	84	78
303	224	422	722	538	423
45098	50144	48864	49359	45191	34759
0	1	1	0	0	0
0	0	0	0	1	0
1	0	1	1	5	1
213	234	262	271	264	199
592	872	978	944	796	464
12	16	27	69	27	14
22	27	16	40	20	20
131	119	71	152	105	125
439	428	566	582	468	399
1	0	0	1	0	0
1	0	0	0	0	1
1455	1682	1626	1873	1884	1420
74	73	58	97	60	60
1917	2235	2259	2115	2110	1584
5831	7273	6178	5808	5883	4384
918	1176	720	228	362	351
954	1065	987	844	932	747
5279	6401	5758	5918	5908	4476
2047	2399	2331	2350	2257	1688
4360	5261	4820	4949	4956	3551
65	122	94	122	109	67
1	2	0	1	2	1
1193	1325	1292	1182	1233	1020
242	353	364	350	318	210
123	161	170	129	104	86
1103	1404	1269	1111	1275	993
0	4	1	0	1	2
160	155	171	116	153	129
164	215	202	175	194	120
4071	4648	4021	4237	5090	3886
0	0	0	0	0	1
130	109	104	95	134	137
111	132	123	76	103	82
168	158	161	104	172	173
1087	1325	1165	1075	1152	884
3628	4031	3177	4472	4081	3360
1773	1800	1741	1651	1644	1327
4754	4331	4019	4302	4562	3413
22	26	16	26	21	21
1404	1711	1787	1519	1692	1190
104	108	86	97	85	70
4	3	2	3	2	2
0	0	1	0	0	0
336	421	371	382	374	283
697	700	762	796	761	617
32	42	20	7	15	11
1648	1868	1783	1751	1723	1472
5085	6498	6764	4190	3938	2548
74	83	64	29	70	45
224	294	120	63	182	160
181	305	248	188	387	246
47	52	66	31	50	51
298	408	362	325	301	232
1059	1230	1164	1136	1057	832
35	34	42	31	19	24
70	150	79	11	30	18
146	226	212	127	154	126
1	1	1	3	0	1
443	638	724	648	575	368
346	387	376	321	379	261
530	532	562	558	470	380
914	949	1014	931	1191	873
4	9	9	10	18	10
9	7	16	6	2	7
3201	3420	3412	3470	3471	2966
773	774	678	821	1036	808
1020	1365	1405	1523	1125	819
1338	1812	1636	1743	1717	1196
534	603	595	498	493	437
99	201	223	283	186	75
164	161	179	187	149	123
0	0	0	0	0	1
56	78	74	72	59	47
0	1	0	0	0	0
66	56	42	53	48	38
0	1	0	1	0	0
0	0	0	1	0	0
432	475	395	430	464	388
162	173	212	165	159	145
2277	2387	2112	2243	2672	2237
2923	4086	4279	4521	4099	2744
34	32	21	55	22	37
4	3	2	4	8	6
1648	1772	1767	1569	2028	1577
661	660	678	800	873	678
3	4	3	5	5	4
49	43	60	69	53	41
1466	2401	1888	507	811	503
1663	1908	1692	1638	1657	1277
98	111	118	85	96	104
12266	13207	12488	12337	12119	9862
7	17	10	3	5	1
0	1	1	0	2	2
856	1038	969	1027	1067	657
0	1	4	3	3	5
35	40	48	35	46	44
9	3	2	4	5	8
264	267	312	335	361	292
863	1164	1130	1076	1218	807
0	0	0	1	0	1
0	0	1	1	3	2
6	8	13	2	3	2
1878	2043	2084	2129	2061	1606
298	289	415	377	414	337
547	888	767	766	865	530
428	579	621	747	712	452
100	109	146	147	129	99
7725	7412	7379	7515	7551	6913
5	3	9	12	7	5
116	179	216	226	171	124
1380	1544	1479	1394	1324	1049
402	497	482	515	505	363
370	543	358	336	486	347
841	1164	1049	1104	1084	647
1263	1431	1578	899	926	741
656	829	774	743	644	466
1	1	3	2	1	1
30	46	30	28	21	19
1	1	2	0	2	0
2	3	0	3	3	1
307	412	496	400	363	235
43	36	23	14	36	7
2	1	3	0	1	0
11	6	11	8	16	7
145	148	140	141	196	153
7063	7426	6840	7141	7589	6619
2277	2656	2510	2385	2305	1833
1683	1664	1994	1370	1236	1041
456	538	431	667	605	426
1878	2177	2200	2100	2008	1576
4086	4528	4625	4766	3993	3223
48	87	66	11	9	11
479	478	409	466	509	437
2825	2882	3351	3416	3002	2492
1720	2043	2055	1885	2051	1506
0	2	0	0	0	0
16	37	36	11	9	8
311	388	434	336	366	261
8	17	13	16	11	13
8778	9838	8999	9128	9135	7345
103	152	155	131	142	87
2508	3244	3381	3496	3743	2367
74	76	68	77	72	87
200	218	224	217	232	164
3	0	1	4	0	2
6	1	4	2	5	1
0	0	0	0	0	2
1	5	2	7	2	1
285	388	415	438	380	228
9	13	7	5	4	8
189	335	413	298	288	182
480	595	427	267	379	337
29	43	33	11	24	25
419	534	434	444	528	325
1260	1469	1286	940	1166	903
34	45	58	43	42	57
12	21	18	4	4	12
1	3	6	1	4	5
910	1064	1084	995	1102	861
726	922	997	1049	1137	746
778	968	906	824	968	692
1846	1955	2170	2091	1982	1505
3471	4567	4291	4067	4122	2771
2	1	6	13	12	4
472	607	676	603	551	394
3	1	3	4	5	5
29	41	38	78	57	35
515	847	836	783	743	512
1474	1580	1613	1702	1508	1195
666	640	652	657	737	601
2071	1535	4703	2463	2972	3166
325	465	301	286	430	347
487	648	594	718	661	454
78	91	75	136	129	90
558	614	559	760	760	566
90	94	126	127	129	97
420	622	548	641	717	484
537	811	859	825	751	410
692	924	774	779	837	676
0	0	0	1	0	0
30	28	25	15	15	7
162	200	150	80	116	132
795	1229	1212	1111	1040	626
1039	1278	1358	1234	1073	808
221	257	254	194	204	165
4	3	1	0	0	2
302	503	342	81	238	164
777	773	808	222	234	257
99	98	139	568	326	228
0	3	1	1	2	1
27	48	46	49	32	20
0	0	1	2	0	1
826	1196	903	1146	1239	780
300	362	377	313	306	234
2	3	2	1	3	5
1383	1810	1818	1821	1526	1174
115	173	92	39	71	43
2	3	4	1	5	3
1	2	0	2	2	0
0	0	0	0	0	1
0	1	0	0	0	0
910	975	1101	1241	1055	864
512	668	598	613	593	458
4	0	1	5	4	1
81	70	47	38	64	46
414	503	510	422	442	357
549	679	643	692	853	608
184	308	314	235	166	106
1075	1315	1338	1300	1318	947
415	615	605	754	639	397
2	1	1	0	0	2
1	0	0	1	0	0
3	0	2	0	3	2
520	609	657	665	634	457
304	320	253	247	218	227
1214	1408	1451	1457	1393	1122
4595	6033	5193	5221	5401	3644
18	20	27	34	26	16
650	731	709	807	797	612
32	17	32	29	13	20
1254	1550	1513	1547	1393	1104
193	172	134	124	139	169
182	252	171	115	179	101
1599	1765	1384	1227	1464	1345
1350	1712	1610	1566	1719	1321
94	126	51	35	72	40
197	249	205	209	195	146
2	1	4	0	1	2
299	315	325	281	307	259
1	4	2	5	3	3
41	53	46	26	23	23
392	527	415	366	333	277
375	464	224	305	380	246
309	333	344	324	375	291
778	954	840	943	965	759
4	2	1	4	3	2
551	654	608	584	661	500
215	264	224	189	227	174
100	144	157	97	99	98
959	1172	1157	1232	1183	850
1	1	0	0	0	1
1517	1660	1496	1556	1503	1285
8	10	8	12	6	2
1	0	0	1	0	1
57	126	84	80	144	112
1	1	0	0	0	0
136	132	123	92	133	124
67	87	48	50	90	44
416	526	569	443	510	385
0	1	0	1	0	0
0	0	2	13	9	5
1	0	0	0	0	0
457	467	540	559	554	408
469	630	547	512	543	413
2102	2404	2330	2231	2135	1671
61	76	93	133	124	89
624	802	559	744	815	625
8651	10180	11853	10075	11857	8710
54	42	38	43	41	42
445	705	558	539	604	354
149	150	171	169	168	129
0	4	0	2	0	0
0	0	0	1	0	0
22	23	26	17	17	8
296	334	357	352	332	226
3825	4864	4827	4436	4279	3148
19	13	22	32	47	37
159	224	251	319	311	187
5	3	10	14	13	7
0	0	0	1	0	0
52	70	103	73	71	31
134	178	153	151	140	110
33	47	34	70	33	12
0	3	0	0	2	1
1	4	2	37	10	4
65	68	69	87	78	59
151	206	204	239	204	143
3702	4224	3817	3566	3897	3180
4	4	2	0	0	0
86	173	144	102	104	54
213	211	232	278	185	142
13	9	12	18	8	6
5261	6283	6252	6179	5414	4223
43	81	76	68	95	45
2	11	5	3	1	1
731	1170	1205	1219	1192	637
3	7	6	7	2	0
82	92	92	126	129	103
5	3	2	2	3	2
6	5	10	39	22	13
1441	1862	1810	1734	1677	1168
64	59	92	71	166	122
444	622	636	617	726	472
1753	2067	1868	1993	1863	1291
177	196	209	227	215	175
6823	9032	8598	8609	7874	5320
1	0	3	0	1	0
734	854	855	949	771	580
649	865	878	919	787	617
1885	2125	2152	2221	2100	1528
99	112	113	111	85	89
1	0	0	0	0	0
177	297	281	263	296	182
1326	1714	1566	1918	2066	1345
8	7	1	4	4	12
1203	1359	1423	1464	1480	1102
910	1084	1030	1013	1050	707
818	1024	1042	663	844	578
1051	1276	1243	979	1023	762
95	181	159	134	129	61
2	3	3	1	2	3
2	0	0	1	0	0
1	1	1	0	0	0
0	0	0	2	1	1
163	155	141	18	20	12
2187	2660	2216	2132	2350	1783
5286	6098	6293	10054	7618	5444
653	837	725	1177	1113	736
13	11	9	10	5	5
0	0	0	1	1	1
114	167	118	129	126	108
856	998	969	1026	1096	829
366	340	165	148	207	285
6618	7916	5677	4404	5849	4601
12364	17051	13333	11415	13731	10201
131	200	191	224	184	100
693	891	665	657	654	497
18	17	6	3	2	6
0	1	0	0	0	0
1	0	0	1	0	0
0	0	0	1	0	0
0	1	1	0	0	0
2	1	4	2	3	1
1	0	1	0	0	1
593	724	821	855	702	487
179	211	222	375	230	204
56	46	45	25	26	26
4	1	0	1	0	0
82	78	46	57	60	60
1	0	0	1	0	0
8	9	4	1	7	5
645	720	537	431	573	422
2728	2740	3361	3059	2735	2184
3476	3778	3722	3778	3674	3109
871	977	949	924	894	718
9	13	10	7	6	2
42	50	33	31	34	25
20	36	36	57	34	23
1	0	0	1	2	1
37	85	90	71	67	40
1939	2338	2077	1993	2352	1682
2548	2985	2905	2732	2805	2137
2779	3166	2945	2625	2602	2177
0	0	0	0	1	0
57	65	63	86	49	63
17	13	25	56	27	10
6	11	5	4	4	4
18	13	13	21	18	17
4791	5517	5407	6104	4603	3328
3452	4176	4132	4105	3822	2995
2406	2478	2122	1946	2146	1965
58	68	48	30	35	19
1139	1228	1140	1053	1048	883
28	40	57	37	48	32
26	38	41	19	12	15
85	106	91	55	65	45
17520	21815	21645	23764	20406	13873
4101	4249	4305	3968	4132	3255
197	311	281	211	263	183
12277	15912	15738	15098	15120	10888
3999	4794	4321	3537	3824	2834
1018	1127	1239	1197	1102	856
36	57	45	39	54	42
18	34	28	45	34	17
1414	1583	1015	796	666	738
84	103	79	29	23	15
1	11	3	0	0	0
116	244	226	61	32	26
40	54	53	17	13	6
2249	2782	2298	1526	1635	1364
205	265	123	36	29	29
1	1	0	2	0	1
1	1	3	1	1	0
0	0	2	0	0	0
0	1	0	0	0	0
1267	1436	1490	1437	1393	1155
0	1	1	3	1	0
2	3	8	6	2	0
572	646	605	602	599	528
197	232	262	241	244	162
1	2	2	1	2	3
1891	2278	1899	1433	1814	1391
17	37	66	449	272	90
50	65	91	117	106	79
2	2	1	5	1	0
115	155	119	185	105	52
0	0	0	1	0	0
149	154	152	179	176	162
471	654	647	370	538	375
875	1162	1085	1157	1174	774
807	1052	983	952	1000	726
1351	1565	1463	1448	1534	1111
0	0	1	0	0	0
1	0	0	0	0	0
427	505	564	482	468	387
13907	15524	14006	13183	13138	10683
46	39	40	58	50	40
2	0	0	0	0	1
1	1	0	0	0	0
0	0	1	1	1	1
0	0	0	1	0	2
0	0	0	0	0	1
0	0	0	1	0	0
0	0	0	1	1	1
1	1	0	8	6	1
0	0	0	0	1	0
385	384	366	375	417	359
0	0	0	0	1	0
165	150	120	237	158	142
1	2	0	3	1	1
4874	5092	4943	5960	5806	4734
0	0	0	0	0	1
0	1	0	0	0	0
300	383	464	632	493	360
934	930	912	756	964	826
378	340	212	126	205	224
1197	1712	1542	1549	1649	961
13	10	8	3	3	3
68	72	83	101	98	75
638	641	529	672	665	496
105	133	102	120	128	91
188	188	207	216	163	194
728	1033	1029	981	904	579
6	13	3	18	8	8
1648	2034	2250	2427	1947	1432
306	354	328	232	212	210
0	0	0	4	0	0
457	598	592	559	579	516
119	169	154	155	176	95
1	1	3	2	2	2
0	0	0	1	0	0
112	110	192	68	48	33
0	1	3	7	5	3
44	74	106	71	53	30
2	1	3	8	7	3
2455	2853	2868	3495	2930	2288
27	32	13	13	19	34
0	2	1	0	2	0
5	16	2	1	9	5
1099	1303	1702	1514	1153	865
3817	4384	4415	4597	4262	3379
10	10	25	21	18	9
1	0	0	0	1	0
0	1	0	1	3	9
22	16	23	46	47	66
0	0	0	0	0	1
96	93	91	92	177	147
0	5	1	5	0	1
861	1050	858	816	1094	849
3583	3901	3923	3946	3689	2985
572	667	627	636	690	525
1	0	2	1	1	2
0	0	0	0	0	1
4	0	4	2	3	0
0	0	0	0	0	1
0	0	0	1	0	0
547	632	524	838	829	627
2746	3302	2704	2921	2366	1826
15	10	11	5	3	2
2	4	2	6	3	1
0	0	1	2	0	0
0	1	0	0	0	0
0	0	1	0	0	0
160	216	229	245	196	150
483	550	538	618	620	420
660	769	760	765	786	633
4	2	2	2	6	6
3358	3870	3855	4733	4135	3405
0	0	0	1	0	0
0	0	1	0	0	0
890	1006	926	1072	1192	854
1	3	0	0	3	1
497	529	437	234	264	318
901	960	1041	1071	1056	856
3468	3962	3991	4243	4413	3452
0	2	1	5	6	2
12814	14312	10522	8295	11981	10380
261	291	334	448	489	359
8	8	2	5	10	9
144	165	165	185	181	137
1257	1521	1498	1785	1738	1258
1	0	0	0	0	0
43	39	27	43	27	34
101	119	101	75	82	47
7	12	38	51	25	25
0	3	1	2	0	1
2	8	2	3	4	6
1787	2177	2474	2526	1927	1471
878	1054	1035	1025	973	742
1207	1333	1126	1209	1325	1053
497	626	572	530	587	474
319	430	447	483	460	297
24	15	19	19	20	24
0	0	0	2	0	0
749	1030	825	1087	1009	619
3	0	0	2	0	0
747	839	893	822	861	688
6	17	17	14	16	10
211	380	471	434	434	190
1	0	1	0	0	0
335	333	362	408	300	290
3	4	2	5	11	3
1155	1356	1289	1291	1292	1015
106	103	92	160	142	87
1324	1666	1627	1821	1687	1118
601	670	721	804	814	603
584	749	777	951	877	638
183	204	166	237	216	167
0	0	0	0	1	0
27	25	31	40	52	33
47	76	92	98	64	57
2620	3239	3496	3686	2888	2164
180	209	303	386	339	191
1032	1250	1174	1016	919	704
1	3	2	2	1	2
571	842	685	676	783	555
205	287	208	167	190	109
88	84	109	152	159	94
6	6	6	15	6	10
7	9	6	28	12	6
11	11	32	19	22	20
4	5	6	3	3	1
214	239	289	253	275	189
533	561	579	503	556	430
3773	4040	3905	3795	3828	3158
3369	4155	3426	3477	3566	2762
434	525	561	507	453	306
44	39	47	22	30	25
494	525	528	477	508	381
996	1084	1089	946	1056	704
10567	11788	14891	13474	13590	10488
0	0	2	2	1	2
207	225	258	280	268	169
1539	2384	2213	2227	2443	1543
20	22	30	51	31	29
127	181	178	241	268	171
1	0	1	0	0	0
0	0	0	0	0	1
319	389	423	395	420	238
4	4	3	2	6	3
1009	1131	1273	1264	1126	753
83	68	67	134	94	84
148	210	147	75	118	125
163	256	111	83	120	78
5	5	5	5	6	2
0	0	0	0	1	0
18	25	25	27	32	25
2291	2922	2713	2715	2776	2049
347	349	437	313	362	320
273	356	283	341	322	152
1	1	0	2	1	0
1590	1866	1896	1870	1812	1360
357	499	607	637	678	406
3	2	5	1	6	2
82	89	130	154	139	82
3228	3863	4144	3775	4118	3249
928	1103	1045	1046	1040	766
